n_mfcc,round,true_positives,true_negatives,false_positives,false_negatives,accuracy,precision,recall,specificity,f1_score
4,8,464,769,47,18,0.9499229583975347,0.9080234833659491,0.9626556016597511,0.9424019607843137,0.9345417925478348
4,9,363,708,108,119,0.825115562403698,0.7707006369426752,0.7531120331950207,0.8676470588235294,0.7618048268625394
5,0,454,771,45,28,0.9437596302003082,0.9098196392785571,0.941908713692946,0.9448529411764706,0.925586136595311
5,1,390,716,100,92,0.8520801232665639,0.7959183673469388,0.8091286307053942,0.8774509803921569,0.8024691358024691
5,2,344,730,86,138,0.827426810477658,0.8,0.7136929460580913,0.8946078431372549,0.7543859649122808
5,3,437,766,50,45,0.9268104776579353,0.8973305954825462,0.9066390041493776,0.9387254901960784,0.9019607843137255
5,4,413,723,93,69,0.8751926040061633,0.8162055335968379,0.8568464730290456,0.8860294117647058,0.8360323886639675
5,5,459,765,51,23,0.9429892141756548,0.9,0.9522821576763485,0.9375,0.9254032258064515
5,6,341,712,104,141,0.8112480739599384,0.7662921348314606,0.7074688796680498,0.8725490196078431,0.7357065803667745
5,7,364,709,107,118,0.8266563944530047,0.772823779193206,0.7551867219917012,0.8688725490196079,0.763903462749213
5,8,284,666,150,198,0.7318952234206472,0.6543778801843319,0.5892116182572614,0.8161764705882353,0.6200873362445415
5,9,455,756,60,27,0.9329738058551618,0.883495145631068,0.9439834024896265,0.9264705882352942,0.9127382146439318
6,0,453,743,73,29,0.9214175654853621,0.8612167300380228,0.9398340248962656,0.9105392156862745,0.8988095238095237
6,1,461,763,53,21,0.9429892141756548,0.896887159533074,0.9564315352697096,0.9350490196078431,0.92570281124498
6,2,441,747,69,41,0.9152542372881356,0.8647058823529412,0.9149377593360996,0.9154411764705882,0.8891129032258065
6,3,369,710,106,113,0.8312788906009245,0.7768421052631579,0.7655601659751037,0.8700980392156863,0.7711598746081504
